,title, salary, cop_name, cop_info, exprence, tags, welfare
1035, Beijing·Changping District·Huilongguan, 13-18K, Micro move the world, Mobile Internet has been listed 100-499 people, 3-5 years junior college, Python,"Communication allowance, transportation allowance, five insurances and one housing fund, attendance bonus, meal allowance, paid annual leave, year-end bonus, holiday benefits"
1036, Zhuhai·Xiangzhou District·Jida, 6-10K, Joy Technology, Mobile Internet unfinanced 20-99 people, 1-3 years undergraduate, Full stack development," Holiday benefits, supplemental medical insurance, afternoon tea with snacks"
1037, Xingtai·Qiaodong District·Zhannan Road, 5-6K, Xingtai Chongyu, Internet 20-99 people, Unlimited experience Unlimited education, server configuration," Staff travel, afternoon tea with snacks, full attendance award"
1038, Shenzhen · Bao'an District · Xin'an, 10-15K·13 Salary, Magellan Media Technologies, Advertising marketing does not require financing 100-499 people, 1-3 years college, Backend development," Holiday benefits, year-end bonus, five social insurances and one housing fund, afternoon tea with snacks, employee travel, paid annual leave, meal allowance"
1039, Dongguan·Changan Town·Changan Township, 15-20K, Sharp, Internet unfinanced 0-20 people, 3-5 years of education is not limited, PHP,
1040, Jinan·Huaiyin District·Jinan West Railway Station, 5-10K, good cloud network, O2O does not require financing for 0-20 people, 1-3 years college,ThinkPHP," Paid annual leave, year-end bonus, attendance bonus, holiday benefits"
1041, Chongqing·Nan'an District·Foreigner Street, 6-8K, Dingwei Network, Internet unfinanced 20-99 people, 1-3 years college, architect," Five insurances and one housing fund, year-end bonus, employee travel, paid annual leave, overtime allowance, holiday benefits"
1042, Shenyang·Shenhe District·North Railway Station, 7-8K, Aggregate Technology, Computer software unfinanced 20-99 people, 1-3 years college, SQL," Overtime allowance, afternoon tea with snacks, year-end bonus, five insurances and one housing fund, employee travel, meal allowance, paid annual leave, regular physical examination, full attendance bonus"
1043, Nanning·Liangqing District·Qingshan Road, 11-20K, big head, The game does not require financing for 20-99 players, 3-5 years junior college, HTML," Paid annual leave, employee travel, meal allowance, housing allowance, five insurances and one housing fund, regular physical examination, afternoon tea with snacks, transportation allowance, full attendance award, holiday benefits, supplementary medical insurance"
1044, Ningbo·Yinzhou District·High-tech Zone, 4-7K, Including Baoge Network, Computer software unfinanced 20-99 people, 3-5 years of education is not limited, PHP," Five insurances and one housing fund, full attendance award"
1045,Suzhou·Kunshan·Yushan, 6-10K, Hengyou Co-creation, Internet unfinanced 20-99 people, Experience is not limited to college, PHP," Full attendance award, afternoon tea with snacks, five insurances and one housing fund, communication subsidy, holiday benefits, employee travel"
1046, Chongqing·Nan'an District·Nanping, 4-7K, Taolong Network, Computer software does not require financing for 0-20 people, 1-3 years college, HTML," Five insurances, overtime allowance, year-end bonus, paid annual leave"
1047, Shanghai·Minhang District·Wanyuan City, 11-16K, five-five visitors, Internet unfinanced 100-499 people, 1-3 years college, PHP," Paid annual leave, holiday benefits, transportation subsidies, employee travel, five insurances and one housing fund, year-end bonus, meal allowance, overtime allowance, housing allowance"
1048, Hangzhou·Gongshu District·Wulin, 5-8K, Zhutu Technology, Internet unfinanced 0-20 people, Experience is not limited to college, Backend development," Holiday benefits, five social insurances and one housing fund, meal allowance, employee travel"
1049," Luoyang, Luolong District, Guanlin", 6-10K, Sweet Tower Technology, Mobile Internet 0-20 people, 1-3 years college, PHP,"Holiday benefits, overtime allowance, attendance bonus, communication allowance, transportation allowance, year-end bonus"
1050, Guangzhou, 11-20K, tea cat cat wide sub, The game does not require financing for 20-99 players, 1-3 years college, Python," Afternoon tea with snacks, year-end bonus, five insurances and one housing fund, meal allowance, holiday benefits, transportation subsidies, birthday gifts, paid annual leave, attendance bonus"
1051, Tianjin·Xiqing District·Zhongbei, 7-10K, Airline, E-commerce angel round 20-99 people, 1-3 years college, PHP," Transportation allowance, year-end bonus, five insurances and one housing fund, holiday benefits, full attendance bonus, overtime allowance, meal allowance"
1052," Fuzhou, Cangshan District, Jinshan", 10-15K, Fuzhou Liubei Network Information..., Computer software unfinanced 20-99 people, 1-3 years college, MySQL," Transportation allowance, overtime allowance, five insurances and one housing fund"
1053, Chengdu·Jinniu District·Shawan, 6-8K 13 salary, push guest network, Enterprise service 0-20 people, 1-3 years of education is not limited, JavaScript,
1054, Beijing·Changping District·Shahe, 10-15K, Sports Technology, Mobile Internet does not require financing for 100-499 people, 3-5 years junior college,SQL," Holiday benefits, employee travel"
1055, Qingdao·Shibei District·CBD, 6-8K, Qingdao Tiange, Internet unfinanced 20-99 people, 1-3 years undergraduate, PHP,
1056, Zhengzhou Erqi District Huaihe Road, 3-8K, Excellent record for further studies, Training institution Angel Wheel 20-99 people, Unlimited experience Unlimited education, PHP," Stock options, five insurances and one housing fund, employee travel"
1057, Zhengzhou Jinshui District Jianwen New World, 5-10K, Lanyan Technology, Data service unfinanced 20-99 people, 1-3 years college, HTML," Paid annual leave, transportation allowance, stock options, holiday benefits, meal allowance, full attendance bonus, five social insurances and one housing fund, housing allowance, snack afternoon tea, communication allowance, overtime allowance, employee travel, year-end bonus"
1058, Xiamen·Huli District·Gaoqi, Above 8K, Wisdom without boundaries, Intelligent hardware angel wheel 20-99 people, Unlimited experience Unlimited education, Javascript," Afternoon tea with snacks, regular physical examination, paid annual leave, five insurances and one housing fund, attendance bonus, overtime allowance"
1059, Chengmai, 7-10K, Baihui Media, Culture/Sports/Entertainment does not require financing for 20-99 people,1-3 years college, HTML," Employee travel, paid annual leave, afternoon tea with snacks, holiday benefits, overtime allowance"
1060, Guangzhou, 8-13K, Chi Bamboo Games, The game does not require financing for 20-99 players, 1-3 years college, MySQL," Paid annual leave, year-end bonus, afternoon tea with snacks, five social insurances and one housing fund, attendance bonus, food package, employee travel, supplementary medical insurance, holiday benefits"
1061, Guangzhou · Baiyun District · Jingxi, 5-10K, Trojan horse, Internet 0-20 people, 1-3 years of education is not limited, HTML,
1062, Xuzhou·Pizhou·East Lake, 6-11K, Xunming IoT, Computer software angel wheel 20-99 people, 1-3 years college, HTML," Holiday benefits, communication allowance, meal allowance, five insurances, full attendance bonus, stock option, year-end bonus, housing allowance, employee travel, overtime allowance, regular medical examination"
1063, Guangzhou·Tianhe District·Dongpu, 10-15K, Detai Technology, The Internet does not require financing for 0-20 people, 3-5 years of education is not limited, Backend development," Holiday benefits, year-end bonus, five insurances and one housing fund, employee travel, overtime allowance, paid annual leave"
1064, Guangzhou, 10-12K,"Ouyushengshi Co., Ltd.", Training institutions have listed 100-499 people, 1-3 years college, CSS," Year-end bonus, supplementary medical insurance, full attendance bonus, stock option, five insurances and one housing fund, employee travel, transportation allowance, paid annual leave, afternoon tea with snacks, meal allowance, holiday benefits"
1065, Zhengzhou·Guancheng Hui District·Zhengzhou East Railway Station, 5-8K, Manyun Technology, Computer software unfinanced 20-99 people, 1-3 years college, HTML," Meal allowance, employee travel, holiday benefits, full attendance bonus, year-end bonus, transportation allowance, five social insurances and one housing fund"
1066, Hangzhou·Xihu District·High-tech Cultural and Educational District, 8-12K," Hangzhou Equinox Technology Co., Ltd.", Advertising marketing unfinanced 20-99 people, Experience is not limited to college, HTML," Year-end bonus, holiday benefits, paid annual leave, full attendance bonus, five insurances, overtime allowance, employee travel"
1067, Yangzhou, 7-12K, Jiangsu Cloud Exhibition, E-commerce unfinanced 20-99 people, Unlimited undergraduate experience, Python,
1068," Shenyang, Hunnan District, Olympic Sports", 4-6K, Physical health, Health care unfinanced 0-20 people, 1-3 years college, Backend development,
1069,Hefei·Shushan District·Jinggang, 5-8K 13 salary, Yi Beijie, Living Services Unfinanced 100-499 people, 1-3 years undergraduate, PHP,
1070, Beijing·Dongcheng District·Guangqumen, 14-25K·14 salary, SPai Network, Internet D round and above 1000-9999 people, 1-3 years of education is not limited, PHP," Communication allowance, employee travel, year-end bonus, stock options, paid annual leave, holiday benefits, five social insurances and one housing fund, regular physical examination, supplementary medical insurance, supplementary provident fund, meal allowance"
1071, Hangzhou·Yuhang District·Cangqian, 8-13K·13 salary, only fun, Internet unfinanced 0-20 people, Experience is not limited to college, PHP, Five insurances and one housing fund
